id,topic,weight
Grants623afbc7b34a6bd48ae4bd51,19, 0.1316842
Grants623afbc9b34a6bd48ae4bd52,11, 0.5748946
Grants623afbc9b34a6bd48ae4bd52,19, 0.3901372
Grants623afbccb34a6bd48ae4bd53,6, 0.12094536
Grants623afbccb34a6bd48ae4bd53,7, 0.14026965
Grants623afbccb34a6bd48ae4bd53,17, 0.36188638
Grants623afbccb34a6bd48ae4bd53,19, 0.09122623
Grants623afbccb34a6bd48ae4bd53,20, 0.24887063
Grants623afbd0b34a6bd48ae4bd54,6, 0.24397488
Grants623afbd0b34a6bd48ae4bd54,7, 0.3962634
Grants623afbd0b34a6bd48ae4bd54,17, 0.13174388
Grants623afbd0b34a6bd48ae4bd54,19, 0.074519195
Grants623afbd0b34a6bd48ae4bd54,20, 0.11669645
Grants623afbd3b34a6bd48ae4bd55,6, 0.14880662
Grants623afbd3b34a6bd48ae4bd55,7, 0.2482744
Grants623afbd3b34a6bd48ae4bd55,17, 0.56178564
Grants623afbd5b34a6bd48ae4bd56,6, 0.1488308
Grants623afbd5b34a6bd48ae4bd56,7, 0.24722542
Grants623afbd5b34a6bd48ae4bd56,17, 0.5628104
Grants623afbd7b34a6bd48ae4bd57,6, 0.17592841
Grants623afbd7b34a6bd48ae4bd57,7, 0.3947143
Grants623afbd7b34a6bd48ae4bd57,17, 0.29481095
Grants623afbd7b34a6bd48ae4bd57,19, 0.08908355
Grants623afbdab34a6bd48ae4bd58,6, 0.17591923
Grants623afbdab34a6bd48ae4bd58,7, 0.39379206
Grants623afbdab34a6bd48ae4bd58,17, 0.2988587
Grants623afbdab34a6bd48ae4bd58,19, 0.08596337
Grants623afbdcb34a6bd48ae4bd59,9, 0.2200504
Grants623afbdcb34a6bd48ae4bd59,11, 0.10763267
Grants623afbdcb34a6bd48ae4bd59,19, 0.6330542
Grants623afbdfb34a6bd48ae4bd5a,4, 0.13982318
Grants623afbdfb34a6bd48ae4bd5a,7, 0.3808053
Grants623afbdfb34a6bd48ae4bd5a,19, 0.43822494
Grants623afbe1b34a6bd48ae4bd5b,11, 0.07963508
Grants623afbe1b34a6bd48ae4bd5b,13, 0.40313375
Grants623afbe1b34a6bd48ae4bd5b,19, 0.2204053
Grants623afbe1b34a6bd48ae4bd5b,21, 0.26860878
Grants623afbe4b34a6bd48ae4bd5c,3, 0.46146637
Grants623afbe4b34a6bd48ae4bd5c,17, 0.30392766
Grants623afbe4b34a6bd48ae4bd5c,19, 0.18661655
Grants623afbe6b34a6bd48ae4bd5d,6, 0.12095004
Grants623afbe6b34a6bd48ae4bd5d,7, 0.14038742
Grants623afbe6b34a6bd48ae4bd5d,17, 0.36185548
Grants623afbe6b34a6bd48ae4bd5d,19, 0.09121041
Grants623afbe6b34a6bd48ae4bd5d,20, 0.24879487
Grants623afbe8b34a6bd48ae4bd5e,6, 0.24305013
Grants623afbe8b34a6bd48ae4bd5e,7, 0.38803828
Grants623afbe8b34a6bd48ae4bd5e,17, 0.14026201
Grants623afbe8b34a6bd48ae4bd5e,19, 0.07475273
Grants623afbe8b34a6bd48ae4bd5e,20, 0.117094696
Grants623afbebb34a6bd48ae4bd5f,6, 0.14882429
Grants623afbebb34a6bd48ae4bd5f,7, 0.24750212
Grants623afbebb34a6bd48ae4bd5f,17, 0.5625403
Grants623afbeeb34a6bd48ae4bd60,6, 0.14883141
Grants623afbeeb34a6bd48ae4bd60,7, 0.24720103
Grants623afbeeb34a6bd48ae4bd60,17, 0.5628342
Grants623afbf0b34a6bd48ae4bd61,6, 0.17591944
Grants623afbf0b34a6bd48ae4bd61,7, 0.3938105
Grants623afbf0b34a6bd48ae4bd61,17, 0.29884604
Grants623afbf0b34a6bd48ae4bd61,19, 0.085957326
Grants623afbf3b34a6bd48ae4bd62,6, 0.17592943
Grants623afbf3b34a6bd48ae4bd62,7, 0.3947872
Grants623afbf3b34a6bd48ae4bd62,17, 0.29474682
Grants623afbf3b34a6bd48ae4bd62,19, 0.08907371
Grants623afbf6b34a6bd48ae4bd63,9, 0.66186273
Grants623afbf6b34a6bd48ae4bd63,19, 0.29483995
Grants623afbf8b34a6bd48ae4bd64,11, 0.1348757
Grants623afbf8b34a6bd48ae4bd64,14, 0.462607
Grants623afbf8b34a6bd48ae4bd64,19, 0.35452563
Grants623afbfbb34a6bd48ae4bd65,1, 0.12517805
Grants623afbfbb34a6bd48ae4bd65,11, 0.16402408
Grants623afbfbb34a6bd48ae4bd65,14, 0.35162026
Grants623afbfbb34a6bd48ae4bd65,19, 0.31826052
Grants623afbfeb34a6bd48ae4bd66,7, 0.787377
Grants623afbfeb34a6bd48ae4bd66,11, 0.040812653
Grants623afbfeb34a6bd48ae4bd66,17, 0.12860951
Grants623afc00b34a6bd48ae4bd67,0, 0.51242805
Grants623afc00b34a6bd48ae4bd67,11, 0.10818504
Grants623afc00b34a6bd48ae4bd67,19, 0.3314004
Grants623afc03b34a6bd48ae4bd68,6, 0.19218956
Grants623afc03b34a6bd48ae4bd68,12, 0.32285193
Grants623afc03b34a6bd48ae4bd68,14, 0.048716538
Grants623afc03b34a6bd48ae4bd68,19, 0.40065917
Grants623afc05b34a6bd48ae4bd69,2, 0.44678918
Grants623afc05b34a6bd48ae4bd69,11, 0.24816088
Grants623afc05b34a6bd48ae4bd69,19, 0.2771861
Grants623afc09b34a6bd48ae4bd6a,2, 0.47239372
Grants623afc09b34a6bd48ae4bd6a,7, 0.4341038
Grants623afc09b34a6bd48ae4bd6a,11, 0.06151237
Grants623afc0db34a6bd48ae4bd6b,4, 0.29254115
Grants623afc0db34a6bd48ae4bd6b,5, 0.18989548
Grants623afc0db34a6bd48ae4bd6b,11, 0.12157668
Grants623afc0db34a6bd48ae4bd6b,19, 0.35702145
Grants623afc0fb34a6bd48ae4bd6c,0, 0.2974946
Grants623afc0fb34a6bd48ae4bd6c,10, 0.49358767
Grants623afc0fb34a6bd48ae4bd6c,19, 0.16345488
Grants623afc13b34a6bd48ae4bd6d,5, 0.3235211
Grants623afc13b34a6bd48ae4bd6d,11, 0.31898743
Grants623afc13b34a6bd48ae4bd6d,18, 0.106690146
Grants623afc13b34a6bd48ae4bd6d,19, 0.2193266
Grants623afc15b34a6bd48ae4bd6e,3, 0.33976224
Grants623afc15b34a6bd48ae4bd6e,11, 0.31386507
Grants623afc15b34a6bd48ae4bd6e,12, 0.038646225
Grants623afc15b34a6bd48ae4bd6e,19, 0.27741522
Grants623afc18b34a6bd48ae4bd6f,11, 0.2389949
Grants623afc18b34a6bd48ae4bd6f,14, 0.2592973
Grants623afc18b34a6bd48ae4bd6f,19, 0.44771695
Grants623afc1ab34a6bd48ae4bd70,0, 0.5670736
Grants623afc1ab34a6bd48ae4bd70,11, 0.09532848
Grants623afc1ab34a6bd48ae4bd70,19, 0.29441068
Grants623afc1db34a6bd48ae4bd71,0, 0.56017584
Grants623afc1db34a6bd48ae4bd71,13, 0.08654042
Grants623afc1db34a6bd48ae4bd71,19, 0.3254104
Grants623afc1fb34a6bd48ae4bd72,7, 0.27749473
Grants623afc1fb34a6bd48ae4bd72,11, 0.07975242
Grants623afc1fb34a6bd48ae4bd72,14, 0.3064253
Grants623afc1fb34a6bd48ae4bd72,19, 0.30809337
Grants623afc22b34a6bd48ae4bd73,11, 0.13927792
Grants623afc22b34a6bd48ae4bd73,14, 0.44031692
Grants623afc22b34a6bd48ae4bd73,19, 0.38110602
Grants623afc24b34a6bd48ae4bd74,9, 0.41291213
Grants623afc24b34a6bd48ae4bd74,10, 0.29629907
Grants623afc24b34a6bd48ae4bd74,19, 0.2562408
Grants623afc28b34a6bd48ae4bd75,4, 0.31808582
Grants623afc28b34a6bd48ae4bd75,6, 0.17645872
Grants623afc28b34a6bd48ae4bd75,10, 0.3704563
Grants623afc28b34a6bd48ae4bd75,19, 0.09779777
Grants623afc2ab34a6bd48ae4bd76,0, 0.26954657
Grants623afc2ab34a6bd48ae4bd76,8, 0.12729448
Grants623afc2ab34a6bd48ae4bd76,10, 0.565594
Grants623afc2eb34a6bd48ae4bd77,11, 0.11299376
Grants623afc2eb34a6bd48ae4bd77,19, 0.83915687
Grants623afc30b34a6bd48ae4bd78,10, 0.108181864
Grants623afc30b34a6bd48ae4bd78,11, 0.32285675
Grants623afc30b34a6bd48ae4bd78,19, 0.5209725
Grants623afc33b34a6bd48ae4bd79,6, 0.11903331
Grants623afc33b34a6bd48ae4bd79,11, 0.08373536
Grants623afc33b34a6bd48ae4bd79,15, 0.27733448
Grants623afc33b34a6bd48ae4bd79,19, 0.48842213
Grants623afc35b34a6bd48ae4bd7a,4, 0.19731764
Grants623afc35b34a6bd48ae4bd7a,6, 0.27516416
Grants623afc35b34a6bd48ae4bd7a,10, 0.42710936
Grants623afc35b34a6bd48ae4bd7a,19, 0.05732453
Grants623afc38b34a6bd48ae4bd7b,6, 0.13579586
Grants623afc38b34a6bd48ae4bd7b,7, 0.6007506
Grants623afc38b34a6bd48ae4bd7b,17, 0.12710546
Grants623afc38b34a6bd48ae4bd7b,19, 0.088214785
Grants623afc3bb34a6bd48ae4bd7c,6, 0.20737043
Grants623afc3bb34a6bd48ae4bd7c,7, 0.64963174
Grants623afc3bb34a6bd48ae4bd7c,19, 0.09218348
Grants623afc3db34a6bd48ae4bd7d,6, 0.2086055
Grants623afc3db34a6bd48ae4bd7d,7, 0.66596293
Grants623afc3db34a6bd48ae4bd7d,10, 0.07462004
Grants623afc40b34a6bd48ae4bd7e,0, 0.4520075
Grants623afc40b34a6bd48ae4bd7e,5, 0.058359455
Grants623afc40b34a6bd48ae4bd7e,10, 0.101139754
Grants623afc40b34a6bd48ae4bd7e,19, 0.34948888
Grants623afc42b34a6bd48ae4bd7f,0, 0.37158912
Grants623afc42b34a6bd48ae4bd7f,4, 0.2876576
Grants623afc42b34a6bd48ae4bd7f,19, 0.30319878
Grants623afc44b34a6bd48ae4bd80,9, 0.19851184
Grants623afc44b34a6bd48ae4bd80,11, 0.09354735
Grants623afc44b34a6bd48ae4bd80,16, 0.12426318
Grants623afc44b34a6bd48ae4bd80,19, 0.5509445
Grants623afc47b34a6bd48ae4bd81,1, 0.08135073
Grants623afc47b34a6bd48ae4bd81,4, 0.31478816
Grants623afc47b34a6bd48ae4bd81,11, 0.07063984
Grants623afc47b34a6bd48ae4bd81,19, 0.50399154
Grants623afc49b34a6bd48ae4bd82,0, 0.4127401
Grants623afc49b34a6bd48ae4bd82,11, 0.09125029
Grants623afc49b34a6bd48ae4bd82,19, 0.45674926
Grants623afc4bb34a6bd48ae4bd83,1, 0.28190663
Grants623afc4bb34a6bd48ae4bd83,9, 0.27114764
Grants623afc4bb34a6bd48ae4bd83,11, 0.10447613
Grants623afc4bb34a6bd48ae4bd83,19, 0.3068868
Grants623afc4eb34a6bd48ae4bd84,4, 0.3334956
Grants623afc4eb34a6bd48ae4bd84,5, 0.08421346
Grants623afc4eb34a6bd48ae4bd84,8, 0.22876163
Grants623afc4eb34a6bd48ae4bd84,11, 0.083631486
Grants623afc4eb34a6bd48ae4bd84,19, 0.24127272
Grants623afc50b34a6bd48ae4bd85,5, 0.13282034
Grants623afc50b34a6bd48ae4bd85,10, 0.68974257
Grants623afc50b34a6bd48ae4bd85,19, 0.13817947
Grants623afc53b34a6bd48ae4bd86,5, 0.23762642
Grants623afc53b34a6bd48ae4bd86,11, 0.52418244
Grants623afc53b34a6bd48ae4bd86,19, 0.21119769
Grants623afc55b34a6bd48ae4bd87,8, 0.39881277
Grants623afc55b34a6bd48ae4bd87,10, 0.17443648
Grants623afc55b34a6bd48ae4bd87,19, 0.38919708
Grants623afc58b34a6bd48ae4bd88,8, 0.34896168
Grants623afc58b34a6bd48ae4bd88,10, 0.15727144
Grants623afc58b34a6bd48ae4bd88,19, 0.37361076
Grants623afc58b34a6bd48ae4bd88,21, 0.08868107
Grants623afc5ab34a6bd48ae4bd89,4, 0.14414047
Grants623afc5ab34a6bd48ae4bd89,8, 0.31912178
Grants623afc5ab34a6bd48ae4bd89,10, 0.12103243
Grants623afc5ab34a6bd48ae4bd89,19, 0.38160494
Grants623afc5db34a6bd48ae4bd8a,5, 0.336223
Grants623afc5db34a6bd48ae4bd8a,11, 0.30747846
Grants623afc5db34a6bd48ae4bd8a,19, 0.31703722
Grants623afc60b34a6bd48ae4bd8b,11, 0.03571155
Grants623afc60b34a6bd48ae4bd8b,13, 0.42212984
Grants623afc60b34a6bd48ae4bd8b,14, 0.15762703
Grants623afc60b34a6bd48ae4bd8b,19, 0.3589593
Grants623afc62b34a6bd48ae4bd8c,8, 0.4066528
Grants623afc62b34a6bd48ae4bd8c,10, 0.068849124
Grants623afc62b34a6bd48ae4bd8c,11, 0.18200769
Grants623afc62b34a6bd48ae4bd8c,19, 0.31217742
Grants623afc65b34a6bd48ae4bd8d,9, 0.15191501
Grants623afc65b34a6bd48ae4bd8d,11, 0.3990163
Grants623afc65b34a6bd48ae4bd8d,13, 0.15071188
Grants623afc65b34a6bd48ae4bd8d,19, 0.26912788
Grants623afc67b34a6bd48ae4bd8e,8, 0.2268137
Grants623afc67b34a6bd48ae4bd8e,11, 0.116932236
Grants623afc67b34a6bd48ae4bd8e,19, 0.39392513
Grants623afc67b34a6bd48ae4bd8e,20, 0.23411313
Grants623afc69b34a6bd48ae4bd8f,3, 0.51058227
Grants623afc69b34a6bd48ae4bd8f,11, 0.10576331
Grants623afc69b34a6bd48ae4bd8f,19, 0.3404679
Grants623afc6cb34a6bd48ae4bd90,3, 0.20503888
Grants623afc6cb34a6bd48ae4bd90,4, 0.42325035
Grants623afc6cb34a6bd48ae4bd90,10, 0.08280418
Grants623afc6cb34a6bd48ae4bd90,19, 0.25616804
Grants623afc6fb34a6bd48ae4bd91,6, 0.20739977
Grants623afc6fb34a6bd48ae4bd91,7, 0.6495312
Grants623afc6fb34a6bd48ae4bd91,19, 0.092254624
Grants623afc71b34a6bd48ae4bd92,2, 0.22303326
Grants623afc71b34a6bd48ae4bd92,6, 0.28593612
Grants623afc71b34a6bd48ae4bd92,11, 0.09220225
Grants623afc71b34a6bd48ae4bd92,16, 0.038735114
Grants623afc71b34a6bd48ae4bd92,19, 0.3291695
Grants623afc74b34a6bd48ae4bd93,3, 0.510593
Grants623afc74b34a6bd48ae4bd93,11, 0.105763435
Grants623afc74b34a6bd48ae4bd93,19, 0.34045705
Grants623afc76b34a6bd48ae4bd94,0, 0.8779954
Grants623afc76b34a6bd48ae4bd94,19, 0.084104896
Grants623afc79b34a6bd48ae4bd95,3, 0.13996963
Grants623afc79b34a6bd48ae4bd95,10, 0.39801407
Grants623afc79b34a6bd48ae4bd95,13, 0.34230217
Grants623afc79b34a6bd48ae4bd95,19, 0.085609265
Grants623afc7bb34a6bd48ae4bd96,10, 0.4583518
Grants623afc7bb34a6bd48ae4bd96,13, 0.45327702
Grants623afc7bb34a6bd48ae4bd96,19, 0.04721845
Grants623afc7db34a6bd48ae4bd97,1, 0.21329302
Grants623afc7db34a6bd48ae4bd97,5, 0.14576487
Grants623afc7db34a6bd48ae4bd97,10, 0.47495812
Grants623afc7db34a6bd48ae4bd97,19, 0.13187715
Grants623afc80b34a6bd48ae4bd98,4, 0.27590775
Grants623afc80b34a6bd48ae4bd98,10, 0.5097772
Grants623afc80b34a6bd48ae4bd98,13, 0.17317028
Grants623afc82b34a6bd48ae4bd99,4, 0.06942731
Grants623afc82b34a6bd48ae4bd99,10, 0.44060194
Grants623afc82b34a6bd48ae4bd99,14, 0.45240235
Grants623afc85b34a6bd48ae4bd9a,10, 0.4812881
Grants623afc85b34a6bd48ae4bd9a,12, 0.29418564
Grants623afc85b34a6bd48ae4bd9a,14, 0.1251963
Grants623afc85b34a6bd48ae4bd9a,19, 0.06522724
Grants623afc87b34a6bd48ae4bd9b,10, 0.7330674
Grants623afc87b34a6bd48ae4bd9b,13, 0.18352517
Grants623afc87b34a6bd48ae4bd9b,19, 0.048843205
Grants623afc8ab34a6bd48ae4bd9c,11, 0.0574538
Grants623afc8ab34a6bd48ae4bd9c,13, 0.34895507
Grants623afc8ab34a6bd48ae4bd9c,14, 0.18877052
Grants623afc8ab34a6bd48ae4bd9c,19, 0.3784231
Grants623afc8cb34a6bd48ae4bd9d,11, 0.18117909
Grants623afc8cb34a6bd48ae4bd9d,14, 0.28967312
Grants623afc8cb34a6bd48ae4bd9d,19, 0.47155675
Grants623afc8fb34a6bd48ae4bd9e,11, 0.1264734
Grants623afc8fb34a6bd48ae4bd9e,14, 0.35652417
Grants623afc8fb34a6bd48ae4bd9e,19, 0.487218
Grants623afc91b34a6bd48ae4bd9f,5, 0.107748844
Grants623afc91b34a6bd48ae4bd9f,11, 0.31639117
Grants623afc91b34a6bd48ae4bd9f,14, 0.15855077
Grants623afc91b34a6bd48ae4bd9f,19, 0.39090988
Grants623afc93b34a6bd48ae4bda0,5, 0.10773272
Grants623afc93b34a6bd48ae4bda0,11, 0.31640446
Grants623afc93b34a6bd48ae4bda0,14, 0.15855113
Grants623afc93b34a6bd48ae4bda0,19, 0.39091232
Grants623afc96b34a6bd48ae4bda1,0, 0.41246024
Grants623afc96b34a6bd48ae4bda1,10, 0.5269301
Grants623afc9bb34a6bd48ae4bda2,10, 0.49700007
Grants623afc9bb34a6bd48ae4bda2,13, 0.26099777
Grants623afc9bb34a6bd48ae4bda2,19, 0.092072025
Grants623afc9bb34a6bd48ae4bda2,21, 0.1143404
Grants623afc9db34a6bd48ae4bda3,10, 0.4388105
Grants623afc9db34a6bd48ae4bda3,11, 0.2036953
Grants623afc9db34a6bd48ae4bda3,13, 0.22514828
Grants623afc9db34a6bd48ae4bda3,19, 0.0951394
Grants623afca0b34a6bd48ae4bda4,5, 0.5688515
Grants623afca0b34a6bd48ae4bda4,10, 0.3947694
Grants623afca2b34a6bd48ae4bda5,1, 0.18269254
Grants623afca2b34a6bd48ae4bda5,4, 0.33606616
Grants623afca2b34a6bd48ae4bda5,14, 0.30679652
Grants623afca2b34a6bd48ae4bda5,17, 0.10004785
Grants623afca5b34a6bd48ae4bda6,9, 0.14653155
Grants623afca5b34a6bd48ae4bda6,11, 0.12589183
Grants623afca5b34a6bd48ae4bda6,13, 0.4130872
Grants623afca5b34a6bd48ae4bda6,19, 0.27891076
Grants623afca7b34a6bd48ae4bda7,4, 0.41916263
Grants623afca7b34a6bd48ae4bda7,11, 0.1690355
Grants623afca7b34a6bd48ae4bda7,14, 0.15595645
Grants623afca7b34a6bd48ae4bda7,19, 0.23027371
Grants623afca9b34a6bd48ae4bda8,11, 0.11391368
Grants623afca9b34a6bd48ae4bda8,16, 0.2543015
Grants623afca9b34a6bd48ae4bda8,19, 0.59853846
Grants623afcacb34a6bd48ae4bda9,5, 0.2398283
Grants623afcacb34a6bd48ae4bda9,11, 0.503618
Grants623afcacb34a6bd48ae4bda9,19, 0.22776128
Grants623afcafb34a6bd48ae4bdaa,2, 0.5219881
Grants623afcafb34a6bd48ae4bdaa,6, 0.11043362
Grants623afcafb34a6bd48ae4bdaa,11, 0.08486456
Grants623afcafb34a6bd48ae4bdaa,19, 0.25630745
Grants623afcb2b34a6bd48ae4bdab,6, 0.2271816
Grants623afcb2b34a6bd48ae4bdab,11, 0.15171883
Grants623afcb2b34a6bd48ae4bdab,19, 0.5778804
