r_id,type,action_date,go_id,save,like,id,agency,open_date,close_date,title,desc,elig,category,sub_category,award,loc,sp,is_on,text
Reg_test@anu.com,0,2022-04-29 08:55:14,GO5602,,,Grants625be8a9d84803ea363f2e54,Department of Foreign Affairs and Trade,2022-04-08,2022-05-20,MH17 Family Support Package Grant Guidelines,"On 5 July 2017 the Australian Government announced Australia s support for the Dutch National Prosecution of four individuals for their alleged roles in the downing of Malaysia Airlines flight MH17. To support the participation of the Australian MH17 victims  Next of Kin in this prosecution, the Australian Government allocated $1.2 million (over four years) in the 2018-19 Federal Budget for financial assistance for Next of Kin to travel to The Hague to observe the trial.  
 The MH17 Family Support Package was intended to run over four years from 2018-19 to 2020-2021. The 2021-22 Budget allocated an additional $1.1 million to extend the program to the 2022-23 financial year, increasing the number of Next of Kin who can access the funding to four per victim, and includes a contribution towards quarantine costs. 
 The objective of the Family Support Package is:  
 
 To provide assistance with travel expenses for the following to observe or participate in the Dutch National Prosecution relating to the downing of Malaysia Airlines flight MH17: 
 
 a) Next of Kin of Australians on that flight; and 
 b) Where applicable (see Section 6.1), nominated support persons of Next of Kin of Australians on that flight where only one Next of Kin of an Australian victim submits a claim.  
  ","To be eligible you must: 
 Be the Next of Kin of an Australian MH17 victim, seeking to participate in, or observe, the prosecution proceedings. This includes: 
 ·         partners, children, parents, siblings, step-parents, step-siblings and other family relationships.",371001 - Consular Services,151005 - Victims of Crime,"$4,500.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"MH17 Family Support Package Grant Guidelines.On 5 July 2017 the Australian Government announced Australia s support for the Dutch National Prosecution of four individuals for their alleged roles in the downing of Malaysia Airlines flight MH17. To support the participation of the Australian MH17 victims  Next of Kin in this prosecution, the Australian Government allocated $1.2 million (over four years) in the 2018-19 Federal Budget for financial assistance for Next of Kin to travel to The Hague to observe the trial.  
 The MH17 Family Support Package was intended to run over four years from 2018-19 to 2020-2021. The 2021-22 Budget allocated an additional $1.1 million to extend the program to the 2022-23 financial year, increasing the number of Next of Kin who can access the funding to four per victim, and includes a contribution towards quarantine costs. 
 The objective of the Family Support Package is:  
 
 To provide assistance with travel expenses for the following to observe or participate in the Dutch National Prosecution relating to the downing of Malaysia Airlines flight MH17: 
 
 a) Next of Kin of Australians on that flight; and 
 b) Where applicable (see Section 6.1), nominated support persons of Next of Kin of Australians on that flight where only one Next of Kin of an Australian victim submits a claim.  
  "
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO5602,,,Grants625be8a9d84803ea363f2e54,Department of Foreign Affairs and Trade,2022-04-08,2022-05-20,MH17 Family Support Package Grant Guidelines,"On 5 July 2017 the Australian Government announced Australia s support for the Dutch National Prosecution of four individuals for their alleged roles in the downing of Malaysia Airlines flight MH17. To support the participation of the Australian MH17 victims  Next of Kin in this prosecution, the Australian Government allocated $1.2 million (over four years) in the 2018-19 Federal Budget for financial assistance for Next of Kin to travel to The Hague to observe the trial.  
 The MH17 Family Support Package was intended to run over four years from 2018-19 to 2020-2021. The 2021-22 Budget allocated an additional $1.1 million to extend the program to the 2022-23 financial year, increasing the number of Next of Kin who can access the funding to four per victim, and includes a contribution towards quarantine costs. 
 The objective of the Family Support Package is:  
 
 To provide assistance with travel expenses for the following to observe or participate in the Dutch National Prosecution relating to the downing of Malaysia Airlines flight MH17: 
 
 a) Next of Kin of Australians on that flight; and 
 b) Where applicable (see Section 6.1), nominated support persons of Next of Kin of Australians on that flight where only one Next of Kin of an Australian victim submits a claim.  
  ","To be eligible you must: 
 Be the Next of Kin of an Australian MH17 victim, seeking to participate in, or observe, the prosecution proceedings. This includes: 
 ·         partners, children, parents, siblings, step-parents, step-siblings and other family relationships.",371001 - Consular Services,151005 - Victims of Crime,"$4,500.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"MH17 Family Support Package Grant Guidelines.On 5 July 2017 the Australian Government announced Australia s support for the Dutch National Prosecution of four individuals for their alleged roles in the downing of Malaysia Airlines flight MH17. To support the participation of the Australian MH17 victims  Next of Kin in this prosecution, the Australian Government allocated $1.2 million (over four years) in the 2018-19 Federal Budget for financial assistance for Next of Kin to travel to The Hague to observe the trial.  
 The MH17 Family Support Package was intended to run over four years from 2018-19 to 2020-2021. The 2021-22 Budget allocated an additional $1.1 million to extend the program to the 2022-23 financial year, increasing the number of Next of Kin who can access the funding to four per victim, and includes a contribution towards quarantine costs. 
 The objective of the Family Support Package is:  
 
 To provide assistance with travel expenses for the following to observe or participate in the Dutch National Prosecution relating to the downing of Malaysia Airlines flight MH17: 
 
 a) Next of Kin of Australians on that flight; and 
 b) Where applicable (see Section 6.1), nominated support persons of Next of Kin of Australians on that flight where only one Next of Kin of an Australian victim submits a claim.  
  "
Reg_test@anu.com,0,2022-04-29 08:55:14,GO5181,,,Grants625be8c4d84803ea363f2e5f,NDIS Quality and Safeguards Commission,2022-03-30,2022-05-11,Emergency and Disaster Management: Tools and resources to support NDIS providers to meet provider obligations,"The emergency situation in Australia throughout the 2019-20 bushfire season and the ongoing COVID-19 pandemic have highlighted the critical need for NDIS providers to effectively develop, test, and review emergency plans, and to plan for the continuity of critical supports during emergencies to ensure the safety, health and wellbeing of the people they support. 
 Provider preparedness for emergencies such as bushfires, floods or pandemics has proved to be of critical importance to ensuring the safety, health and wellbeing of participants, and for provider viability in the NDIS market. 
 The objective of this grant is to fund a project to consult, develop and deliver a toolkit of emergency and disaster management resources, supporting continuous improvement for providers in relation to planning for, responding to, and recovering from emergencies such as a pandemic or natural disaster. The development of the toolkit is to be informed by the requirements of the new Emergency and Disaster management NDIS Practice Standard and other relevant new and amended NDIS Quality Indicators.","This grant opportunity is open to organisations, professional bodies, research organisations and/or academic institutions that meet the criteria: 
 
 knowledge of the NDIS market and the range of provider types in the market 
 knowledge of infection prevention and control (IPC) and emergency and disaster management in the context of the disability sector 
 ability to undertake consultation with a range of NDIS registered provider representatives within the market, NDIS participants, people with disability and their support networks, to determine what information and practical resources would assist providers to meet development and delivery of emergency and disaster management resources 
 can develop the required resources and material in an accessible and culturally inclusive format to support providers meet compliance with the Emergency and Disaster Management NDIS Practice Standard 
 ability to tailor approaches to engaging, supporting, and training, people with disability 
 ability to tailor approaches to engaging, supporting, and training, people with disability in metropolitan, rural, and remote locations 
 ability to provide resources and materials to providers in all states and territories of Australia 
 relevant skills and experience in quality and risk management in the disability sector. 
 
 In addition, your organisation is required to satisfy the following requirements to be eligible to apply for this grant opportunity: 
 
 have an Australian Business Number (ABN) 
 be registered for the purposes of GST if the company income turnover, as a result of a successful grant, will exceed the thresholds defined by the Australia Tax Office 
 have an account with an Australian financial institution 
 have Public Liability Insurance coverage of $5million or more as well as all other insurances required by law for the duration of the project. 
 
 The Grant Opportunity 5181 document also provides a list of specific ineligibilities.",171004 - Services for People with Disabilities,,"$700,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Open Competitive,1.0,"Emergency and Disaster Management: Tools and resources to support NDIS providers to meet provider obligations.The emergency situation in Australia throughout the 2019-20 bushfire season and the ongoing COVID-19 pandemic have highlighted the critical need for NDIS providers to effectively develop, test, and review emergency plans, and to plan for the continuity of critical supports during emergencies to ensure the safety, health and wellbeing of the people they support. 
 Provider preparedness for emergencies such as bushfires, floods or pandemics has proved to be of critical importance to ensuring the safety, health and wellbeing of participants, and for provider viability in the NDIS market. 
 The objective of this grant is to fund a project to consult, develop and deliver a toolkit of emergency and disaster management resources, supporting continuous improvement for providers in relation to planning for, responding to, and recovering from emergencies such as a pandemic or natural disaster. The development of the toolkit is to be informed by the requirements of the new Emergency and Disaster management NDIS Practice Standard and other relevant new and amended NDIS Quality Indicators."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO5181,,,Grants625be8c4d84803ea363f2e5f,NDIS Quality and Safeguards Commission,2022-03-30,2022-05-11,Emergency and Disaster Management: Tools and resources to support NDIS providers to meet provider obligations,"The emergency situation in Australia throughout the 2019-20 bushfire season and the ongoing COVID-19 pandemic have highlighted the critical need for NDIS providers to effectively develop, test, and review emergency plans, and to plan for the continuity of critical supports during emergencies to ensure the safety, health and wellbeing of the people they support. 
 Provider preparedness for emergencies such as bushfires, floods or pandemics has proved to be of critical importance to ensuring the safety, health and wellbeing of participants, and for provider viability in the NDIS market. 
 The objective of this grant is to fund a project to consult, develop and deliver a toolkit of emergency and disaster management resources, supporting continuous improvement for providers in relation to planning for, responding to, and recovering from emergencies such as a pandemic or natural disaster. The development of the toolkit is to be informed by the requirements of the new Emergency and Disaster management NDIS Practice Standard and other relevant new and amended NDIS Quality Indicators.","This grant opportunity is open to organisations, professional bodies, research organisations and/or academic institutions that meet the criteria: 
 
 knowledge of the NDIS market and the range of provider types in the market 
 knowledge of infection prevention and control (IPC) and emergency and disaster management in the context of the disability sector 
 ability to undertake consultation with a range of NDIS registered provider representatives within the market, NDIS participants, people with disability and their support networks, to determine what information and practical resources would assist providers to meet development and delivery of emergency and disaster management resources 
 can develop the required resources and material in an accessible and culturally inclusive format to support providers meet compliance with the Emergency and Disaster Management NDIS Practice Standard 
 ability to tailor approaches to engaging, supporting, and training, people with disability 
 ability to tailor approaches to engaging, supporting, and training, people with disability in metropolitan, rural, and remote locations 
 ability to provide resources and materials to providers in all states and territories of Australia 
 relevant skills and experience in quality and risk management in the disability sector. 
 
 In addition, your organisation is required to satisfy the following requirements to be eligible to apply for this grant opportunity: 
 
 have an Australian Business Number (ABN) 
 be registered for the purposes of GST if the company income turnover, as a result of a successful grant, will exceed the thresholds defined by the Australia Tax Office 
 have an account with an Australian financial institution 
 have Public Liability Insurance coverage of $5million or more as well as all other insurances required by law for the duration of the project. 
 
 The Grant Opportunity 5181 document also provides a list of specific ineligibilities.",171004 - Services for People with Disabilities,,"$700,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Open Competitive,1.0,"Emergency and Disaster Management: Tools and resources to support NDIS providers to meet provider obligations.The emergency situation in Australia throughout the 2019-20 bushfire season and the ongoing COVID-19 pandemic have highlighted the critical need for NDIS providers to effectively develop, test, and review emergency plans, and to plan for the continuity of critical supports during emergencies to ensure the safety, health and wellbeing of the people they support. 
 Provider preparedness for emergencies such as bushfires, floods or pandemics has proved to be of critical importance to ensuring the safety, health and wellbeing of participants, and for provider viability in the NDIS market. 
 The objective of this grant is to fund a project to consult, develop and deliver a toolkit of emergency and disaster management resources, supporting continuous improvement for providers in relation to planning for, responding to, and recovering from emergencies such as a pandemic or natural disaster. The development of the toolkit is to be informed by the requirements of the new Emergency and Disaster management NDIS Practice Standard and other relevant new and amended NDIS Quality Indicators."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4778,,,Grants625be878d84803ea363f2e3f,Australian Trade and Investment Commission (Austrade),2021-04-19,2022-06-30,Supporting Australia s Exhibiting Zoos and Aquariums Program,"The Australian Government is providing $139.6 million for the Supporting Australia s Exhibiting Zoos and Aquariums Program (the Program). 
 The Program will provide assistance to eligible exhibiting zoos, aquariums and wildlife parks to help sustain these important tourism attractions at a time when tourism turnover has been impacted by travel restrictions and social distancing measures designed to limit the spread of COVID-19. 
 The objective of the Program is to assist eligible exhibiting zoos, aquariums and wildlife parks to maintain their animal populations by assisting with animal welfare costs such as feed, enclosure, health and other specialised care and utilities directly related to the housing and caring for animals.","Eligible applicants are exhibiting zoos, aquariums and wildlife parks that are either Zoo and Aquarium Association members or attractions that have been identified by state and territory tourism organisations. Where required by state, territory or the Australian Government you must meet relevant animal welfare standards and hold any required permits, licences or accreditation. 
 You must be a unique attraction meeting relevant animal welfare standards and be important at a national, state or regional level, contributing to conservation and presentation of animals and driving interstate and international visitation. 
 You must usually derive income from tourism and as a result of the COVID-19 related shutdown you must have experienced a downturn in your business.",181000 - Disaster Relief,,"$139,600,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,1.0,"Supporting Australia s Exhibiting Zoos and Aquariums Program.The Australian Government is providing $139.6 million for the Supporting Australia s Exhibiting Zoos and Aquariums Program (the Program). 
 The Program will provide assistance to eligible exhibiting zoos, aquariums and wildlife parks to help sustain these important tourism attractions at a time when tourism turnover has been impacted by travel restrictions and social distancing measures designed to limit the spread of COVID-19. 
 The objective of the Program is to assist eligible exhibiting zoos, aquariums and wildlife parks to maintain their animal populations by assisting with animal welfare costs such as feed, enclosure, health and other specialised care and utilities directly related to the housing and caring for animals."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4778,,,Grants625be878d84803ea363f2e3f,Australian Trade and Investment Commission (Austrade),2021-04-19,2022-06-30,Supporting Australia s Exhibiting Zoos and Aquariums Program,"The Australian Government is providing $139.6 million for the Supporting Australia s Exhibiting Zoos and Aquariums Program (the Program). 
 The Program will provide assistance to eligible exhibiting zoos, aquariums and wildlife parks to help sustain these important tourism attractions at a time when tourism turnover has been impacted by travel restrictions and social distancing measures designed to limit the spread of COVID-19. 
 The objective of the Program is to assist eligible exhibiting zoos, aquariums and wildlife parks to maintain their animal populations by assisting with animal welfare costs such as feed, enclosure, health and other specialised care and utilities directly related to the housing and caring for animals.","Eligible applicants are exhibiting zoos, aquariums and wildlife parks that are either Zoo and Aquarium Association members or attractions that have been identified by state and territory tourism organisations. Where required by state, territory or the Australian Government you must meet relevant animal welfare standards and hold any required permits, licences or accreditation. 
 You must be a unique attraction meeting relevant animal welfare standards and be important at a national, state or regional level, contributing to conservation and presentation of animals and driving interstate and international visitation. 
 You must usually derive income from tourism and as a result of the COVID-19 related shutdown you must have experienced a downturn in your business.",181000 - Disaster Relief,,"$139,600,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Targeted or Restricted Competitive,1.0,"Supporting Australia s Exhibiting Zoos and Aquariums Program.The Australian Government is providing $139.6 million for the Supporting Australia s Exhibiting Zoos and Aquariums Program (the Program). 
 The Program will provide assistance to eligible exhibiting zoos, aquariums and wildlife parks to help sustain these important tourism attractions at a time when tourism turnover has been impacted by travel restrictions and social distancing measures designed to limit the spread of COVID-19. 
 The objective of the Program is to assist eligible exhibiting zoos, aquariums and wildlife parks to maintain their animal populations by assisting with animal welfare costs such as feed, enclosure, health and other specialised care and utilities directly related to the housing and caring for animals."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4491,,,Grants625be874d84803ea363f2e3d,National Recovery and Resilience Agency,2020-10-28,2022-06-30,Pandemic Leave Disaster Payment,"The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship of eligible individuals who are, or were, unable to earn an income having been required to self-isolate or quarantine, or are caring, or cared, for a person required to remain in isolation as a quarantine measure as a result of the coronavirus known as COVID-19.",In accordance with the eligibility criteria outlined in the Program Guidelines.,231017 - Public Health and Safety,,,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Pandemic Leave Disaster Payment.The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship of eligible individuals who are, or were, unable to earn an income having been required to self-isolate or quarantine, or are caring, or cared, for a person required to remain in isolation as a quarantine measure as a result of the coronavirus known as COVID-19."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4491,,,Grants625be874d84803ea363f2e3d,National Recovery and Resilience Agency,2020-10-28,2022-06-30,Pandemic Leave Disaster Payment,"The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship of eligible individuals who are, or were, unable to earn an income having been required to self-isolate or quarantine, or are caring, or cared, for a person required to remain in isolation as a quarantine measure as a result of the coronavirus known as COVID-19.",In accordance with the eligibility criteria outlined in the Program Guidelines.,231017 - Public Health and Safety,,,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,"Pandemic Leave Disaster Payment.The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship of eligible individuals who are, or were, unable to earn an income having been required to self-isolate or quarantine, or are caring, or cared, for a person required to remain in isolation as a quarantine measure as a result of the coronavirus known as COVID-19."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO3877,,,Grants625be884d84803ea363f2e44,Department of Health,2020-04-03,2022-06-30,Commonwealth Home Support Programme (CHSP) – Emergency support for COVID-19,"The objective of this grant is to provide assistance through limited financial support to existing CHSP service providers to enable them to respond to unforeseen and exceptional circumstances that directly impact on existing service delivery arrangements that are beyond the control of the grant recipient. 
 This grant opportunity will provide grant funding for two groups of CHSP Providers, Group A CHSP Providers delivering any activity type(s) and Group B CHSP meals providers.  
 For more details please refer to the Grant Opportunity Guidelines by selecting the ""GO Documents"" red button to the left-hand-side.","Group A 
 To be eligible for a Group A grant you must have a current executed Whole of Government grant agreement with the Commonwealth to deliver CHSP services.  
 Group B 
 To be eligible for a Group B grant you must have a current executed Whole of Government grant agreement with the Commonwealth to deliver CHSP meals services.",101001 - Aged Care,,"$199,600,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Ad hoc/One-Off,1.0,"Commonwealth Home Support Programme (CHSP) – Emergency support for COVID-19.The objective of this grant is to provide assistance through limited financial support to existing CHSP service providers to enable them to respond to unforeseen and exceptional circumstances that directly impact on existing service delivery arrangements that are beyond the control of the grant recipient. 
 This grant opportunity will provide grant funding for two groups of CHSP Providers, Group A CHSP Providers delivering any activity type(s) and Group B CHSP meals providers.  
 For more details please refer to the Grant Opportunity Guidelines by selecting the ""GO Documents"" red button to the left-hand-side."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO3877,,,Grants625be884d84803ea363f2e44,Department of Health,2020-04-03,2022-06-30,Commonwealth Home Support Programme (CHSP) – Emergency support for COVID-19,"The objective of this grant is to provide assistance through limited financial support to existing CHSP service providers to enable them to respond to unforeseen and exceptional circumstances that directly impact on existing service delivery arrangements that are beyond the control of the grant recipient. 
 This grant opportunity will provide grant funding for two groups of CHSP Providers, Group A CHSP Providers delivering any activity type(s) and Group B CHSP meals providers.  
 For more details please refer to the Grant Opportunity Guidelines by selecting the ""GO Documents"" red button to the left-hand-side.","Group A 
 To be eligible for a Group A grant you must have a current executed Whole of Government grant agreement with the Commonwealth to deliver CHSP services.  
 Group B 
 To be eligible for a Group B grant you must have a current executed Whole of Government grant agreement with the Commonwealth to deliver CHSP meals services.",101001 - Aged Care,,"$199,600,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Ad hoc/One-Off,1.0,"Commonwealth Home Support Programme (CHSP) – Emergency support for COVID-19.The objective of this grant is to provide assistance through limited financial support to existing CHSP service providers to enable them to respond to unforeseen and exceptional circumstances that directly impact on existing service delivery arrangements that are beyond the control of the grant recipient. 
 This grant opportunity will provide grant funding for two groups of CHSP Providers, Group A CHSP Providers delivering any activity type(s) and Group B CHSP meals providers.  
 For more details please refer to the Grant Opportunity Guidelines by selecting the ""GO Documents"" red button to the left-hand-side."
Reg_test@anu.com,0,2022-04-29 08:55:14,GO4877,,,Grants625be7e4d84803ea363f2e05,National Recovery and Resilience Agency,2021-06-10,,COVID-19 Disaster Payment,The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship for eligible individuals who are unable to work and earn an income in an area under a state public health order for a lockdown that is greater than seven days and is a determined Commonwealth hotspot.,"In accordance with the eligibility criteria outlined in the Grant Guidelines. 
  ",231017 - Public Health and Safety,,,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,COVID-19 Disaster Payment.The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship for eligible individuals who are unable to work and earn an income in an area under a state public health order for a lockdown that is greater than seven days and is a determined Commonwealth hotspot.
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO4877,,,Grants625be7e4d84803ea363f2e05,National Recovery and Resilience Agency,2021-06-10,,COVID-19 Disaster Payment,The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship for eligible individuals who are unable to work and earn an income in an area under a state public health order for a lockdown that is greater than seven days and is a determined Commonwealth hotspot.,"In accordance with the eligibility criteria outlined in the Grant Guidelines. 
  ",231017 - Public Health and Safety,,,"ACT, NSW, VIC, SA, WA, QLD, NT, TAS",Demand Driven,1.0,COVID-19 Disaster Payment.The purpose of the grant is to provide lump sum financial assistance to limit the financial hardship for eligible individuals who are unable to work and earn an income in an area under a state public health order for a lockdown that is greater than seven days and is a determined Commonwealth hotspot.
Reg_test@anu.com,0,2022-04-29 08:55:14,GO3880,,,Grants625be8b9d84803ea363f2e5a,"Department of Infrastructure, Transport, Regional Development and Communications",2020-04-03,2022-05-13,COVID-19 Regional Airline Network Support Program,"The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines.","Refer to Grant Guidelines. 
 To be eligible you must have a Regular Public Transport RPT (RPT) Air Operator s Certificate (AOC) and have been operating public commercial air services to/from regional and/or remote location(s) in accordance with your RPT AOC pre-COVID19 (February 2020).",351003 - Transport,,"$241,900,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,1.0,"COVID-19 Regional Airline Network Support Program.The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines."
Reg_test@anu.com,1,2022-04-29 08:55:24,GO3880,,,Grants625be8b9d84803ea363f2e5a,"Department of Infrastructure, Transport, Regional Development and Communications",2020-04-03,2022-05-13,COVID-19 Regional Airline Network Support Program,"The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines.","Refer to Grant Guidelines. 
 To be eligible you must have a Regular Public Transport RPT (RPT) Air Operator s Certificate (AOC) and have been operating public commercial air services to/from regional and/or remote location(s) in accordance with your RPT AOC pre-COVID19 (February 2020).",351003 - Transport,,"$241,900,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,1.0,"COVID-19 Regional Airline Network Support Program.The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines."
Reg_tester@anu.com,0,2022-04-29 09:00:06,GO3880,,,Grants625be8b9d84803ea363f2e5a,"Department of Infrastructure, Transport, Regional Development and Communications",2020-04-03,2022-05-13,COVID-19 Regional Airline Network Support Program,"The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines.","Refer to Grant Guidelines. 
 To be eligible you must have a Regular Public Transport RPT (RPT) Air Operator s Certificate (AOC) and have been operating public commercial air services to/from regional and/or remote location(s) in accordance with your RPT AOC pre-COVID19 (February 2020).",351003 - Transport,,"$241,900,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,1.0,"COVID-19 Regional Airline Network Support Program.The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines."
Reg_test@anu.com,3,2022-04-29 08:55:23,GO3880,1.0,,Grants625be8b9d84803ea363f2e5a,"Department of Infrastructure, Transport, Regional Development and Communications",2020-04-03,2022-05-13,COVID-19 Regional Airline Network Support Program,"The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines.","Refer to Grant Guidelines. 
 To be eligible you must have a Regular Public Transport RPT (RPT) Air Operator s Certificate (AOC) and have been operating public commercial air services to/from regional and/or remote location(s) in accordance with your RPT AOC pre-COVID19 (February 2020).",351003 - Transport,,"$241,900,000.00","ACT, NSW, VIC, SA, WA, QLD, NT, TAS, Administered Territories",Closed Non-Competitive,1.0,"COVID-19 Regional Airline Network Support Program.The Regional Airline Network Support Program (the program) was announced as part of the Australian Government s response to the economic impact of COVID-19 and in response to its unprecedented and likely sustained impact on the domestic airline industry. 
 The objective of the program is to support critical air services to connect regional Australia to freight, medical testing, supplies and essential personnel according to the criteria in the Grant Guidelines. 
 Domestic commercial airlines operating services at the Regular Public Transport (RPT) aviation safety standard to regional locations may apply to be considered for a grant during the period of the program. If approved, a grant agreement is entered into with the Department. The application and each claim will be assessed in order of receipt and against the assessment criteria outlined in the Guidelines."
